id,Power(watts),Distance(metres),Heartrate(BPM),Speed(m/s),'WindSpeed,Cadaence(revs/s),Elevation(meters),'Hill,'Temperature(C,'Penalty,'Cluster
312,265.28,1899,130,6.1691,2.5928,1.2833,69.494,4.74,25,44.707,3
313,270.61,1899,130,6.1691,3.4422,1.2833,69.494,4.95,25,36.769,3
314,272.97,1899,130,6.1244,4.0681,1.2833,69.494,5.25,25,37.99,3
315,274.31,1915.1,131,6.1244,4.0233,1.2667,69.494,5.36,25,37.753,3
316,271.68,1915.1,131,6.0797,4.5151,1.2667,71.323,5.37,25,79.52,3
317,273.04,1931.2,131,6.035,4.0681,1.25,71.323,5.48,25,133.17,3
318,274.4,1931.2,131,5.9903,4.1575,1.2333,71.323,5.49,25,204.77,3
319,271.53,1931.2,132,5.9456,3.3081,1.2333,71.323,5.39,25,262.05,3
320,247.89,1947.3,132,5.8115,3.6657,1.2167,71.628,5.5,25,306.52,3
321,235.23,1947.3,132,5.6774,3.5763,1.1667,71.628,5.31,25,366.59,3
322,216.55,1947.3,132,5.5433,3.6657,1.15,71.628,5.01,25,436.14,3
323,206.89,1963.4,132,5.588,4.0681,1.1667,71.628,4.32,25,476.14,3
324,198.06,1963.4,132,5.8115,4.6045,1.2,72.847,3.13,25,491.5,3
325,173.44,1963.4,132,5.9903,4.9621,1.25,72.847,1.73,25,455.7,4
326,148.87,1979.5,132,6.2585,5.9903,1.3,72.847,0.54,25,425.53,4
327,138.29,1979.5,131,6.4374,6.1691,1.3333,72.847,-0.35,25,380.85,4
328,123.89,1995.6,131,6.6162,5.0962,1.35,73.152,-1.04,25,330.68,4
329,127.35,1995.6,131,6.795,5.6774,1.3333,73.152,-1.23,25,259.75,4
330,121.76,1995.6,130,6.8844,6.4374,1.35,73.152,-0.92,25,164.3,4
331,119.17,2011.7,130,6.9738,7.6891,1.3667,73.152,-0.72,25,96.798,4
332,123.55,2011.7,130,7.0185,6.3032,1.3667,73.152,-0.41,25,79.969,4
333,132.93,2027.8,130,7.0632,6.035,1.3833,73.152,-0.2,25,74.886,4
334,137.56,2027.8,130,7.1973,6.5268,1.4167,73.152,-0.29,25,83.955,4
335,139.97,2043.9,129,7.2867,6.1691,1.4333,73.152,-0.49,24.444,88.381,4
336,138.45,2043.9,129,7.4655,6.5268,1.4667,73.457,-0.58,24.444,87.974,4
337,128.9,2060,128,7.5997,6.6162,1.4667,73.457,-0.97,24.444,83.424,4
338,116.51,2060,128,7.6891,6.2585,1.2167,73.457,-1.07,24.444,98.015,4
339,119.91,2076,127,7.7785,7.555,1.1667,73.457,-0.96,24.444,144.08,4
340,122.31,2076,127,7.8679,7.8232,1.2,72.847,-1.25,24.444,208.97,4
341,132.98,2092.1,127,8.002,8.5831,1.2333,72.847,-1.15,24.444,255.76,4
342,147.43,2092.1,126,8.1361,7.6444,1.2333,72.847,-1.24,24.444,280.16,4
343,164.98,2108.2,126,8.3596,8.7173,1.2667,72.847,-1.44,24.444,292.82,4
344,182.56,2108.2,125,8.4043,8.2702,1.2833,72.847,-1.23,24.444,293.99,4
345,185.97,2124.3,124,8.4937,8.2255,1.3,72.847,-1.02,24.444,280.17,4
346,181.3,2124.3,123,8.5384,8.1361,1.3,72.847,-0.62,24.444,237.02,4
347,184.93,2140.4,123,8.6279,7.9126,1.3167,72.847,-0.81,24.444,183.57,4
348,200.39,2140.4,122,8.762,7.7338,1.3333,72.542,-0.61,24.444,127.49,4
349,204.7,2156.5,122,8.6279,7.0185,1.3167,72.542,-0.2,24.444,90.423,4
350,201.94,2156.5,121,8.6279,7.0185,1.3167,72.542,0.21,24.444,83,4
351,202.09,2172.6,121,8.5831,7.7338,1.3167,72.542,0.81,24.444,76.102,4
352,197.42,2172.6,121,8.4937,7.5997,1.3,73.152,1.12,24.444,55.871,4
353,195.56,2188.7,121,8.449,7.4655,1.2833,73.152,1.12,24.444,29.324,4
354,199.83,2188.7,121,8.3596,7.6444,1.2833,73.152,1.33,24.444,42.991,4
355,195.88,2204.8,120,8.2702,7.8232,1.2667,73.152,1.53,24.444,45.509,4
356,201.91,2204.8,120,8.1808,7.4655,1.25,74.066,1.63,24.444,49.669,4
357,200.02,2220.9,120,8.002,6.035,1.2667,74.066,2.04,24.444,59.785,4
358,209.88,2220.9,119,7.8232,6.5715,1.3333,74.066,2.34,24.444,86.001,4
359,206.82,2237,119,7.6891,7.5103,1.3167,74.066,2.75,24.444,118.25,4
360,194.69,2237,119,7.5103,6.7503,1.2833,74.676,2.95,24.444,130.95,4
361,210.91,2253.1,119,7.4208,4.7386,1.2667,74.676,2.96,24.444,138.3,3
362,221.74,2253.1,119,7.242,3.7551,1.25,74.676,3.36,24.444,142.25,3
363,231.85,2269.2,119,7.1973,4.2916,1.2333,74.676,3.57,24.444,136.52,3
364,227.85,2269.2,119,7.1079,3.4422,1.2167,75.59,4.07,24.444,132.14,3
365,232.94,2285.3,119,7.0632,3.621,1.2,75.59,4.07,24.444,158.35,3
366,232.13,2285.3,119,7.0632,3.7998,1.2167,75.59,3.78,24.444,196.18,3
367,232.59,2285.3,119,7.1079,4.0681,1.2167,75.59,3.58,24.444,194.92,3
368,217.78,2301.4,119,7.1079,4.7386,1.2167,76.2,2.99,24.444,206.24,3
369,190.76,2301.4,119,7.0185,3.7551,1.1667,76.2,2.89,24.444,221.92,3
370,176.34,2317.4,119,6.7503,3.7551,1.0667,76.2,3.29,24.444,240.28,3
371,216.17,2317.4,119,7.0632,4.2022,1.0667,76.2,3.3,24.444,271,3
372,239.31,2333.5,119,7.0632,5.9903,1.0833,77.114,3.7,24.444,280.43,3
373,247.61,2333.5,119,7.0632,6.035,1.0833,77.114,4.01,24.444,295.47,3
374,250.64,2349.6,120,7.0185,6.348,1.0833,77.114,3.61,24.444,321.59,3
375,263.55,2349.6,120,6.9291,6.5715,1.0667,77.114,3.81,24.444,293.31,3
376,249.68,2349.6,121,6.9291,6.3927,1.0667,78.334,3.51,24.444,188.32,3
377,257.77,2365.7,121,6.9291,5.7668,1.05,78.334,3.11,24.444,129.83,3
378,275.16,2365.7,122,7.0185,5.2304,1.0667,78.334,3.12,24.444,108.67,3
379,271.24,2381.8,122,7.0185,4.6939,1.0667,78.334,3.02,24.444,110.39,3
380,279.19,2381.8,123,6.9738,6.6162,1.0833,80.162,3.02,24.444,132.01,3
381,261.23,2397.9,124,6.9738,8.8514,1.0667,80.162,3.32,24.444,132.69,3
382,261.08,2397.9,124,6.8844,5.9456,1.05,80.162,3.42,24.444,110.65,3
383,280.11,2397.9,125,6.8844,5.4539,1.05,80.162,3.42,24.444,102.74,3
384,294.44,2414,125,7.0185,5.3198,1.0667,80.772,3.22,24.444,106.11,3
385,277.7,2414,125,7.1079,5.588,1.0833,80.772,3.42,24.444,117.93,3
386,269.61,2430.1,125,7.0632,4.7833,1.0667,80.772,3.22,24.444,196.13,3
387,284.83,2430.1,126,7.1526,3.9786,1.0833,80.772,2.92,24.444,316.17,3
388,267.1,2446.2,126,7.242,4.2916,1.1167,81.382,2.73,24.444,439.53,4
389,291.74,2446.2,126,7.5103,5.4539,1.15,81.382,1.83,24.444,548.11,4
390,226.79,2462.3,126,7.9573,5.3645,1.1833,81.382,1.23,24.444,626.49,4
391,193.36,2462.3,126,7.7785,5.9903,1.2333,81.382,1.03,24.444,698.58,4
392,168.44,2478.4,126,7.7785,7.3761,1.3333,81.382,0.73,24.444,731.51,4
393,145.54,2478.4,127,7.8232,7.7785,1.35,81.382,0.23,24.444,694.54,4
394,123.84,2494.5,126,7.9573,7.6891,1.3667,81.382,-0.37,24.444,632.94,4
395,105.03,2494.5,126,8.0467,7.8232,1.3833,81.382,-1.37,24.444,426.87,4
396,103.52,2510.6,126,8.2702,8.449,1.4,81.382,-2.17,24.444,301.65,4
397,105.81,2510.6,126,8.4043,7.8232,1.4333,81.382,-2.67,24.444,210.73,4
398,110.45,2526.7,126,8.6279,7.1526,1.3833,81.382,-3.07,24.444,147.41,4
399,121.95,2526.7,126,8.8514,6.4821,1.35,81.382,-3.07,24.444,117.63,4
400,139.56,2542.8,126,9.1196,6.0797,1.4,80.162,-2.87,24.444,115.73,4
401,130.16,2542.8,126,9.3878,7.0632,1.4333,80.162,-2.67,24.444,108.44,4
402,116.63,2558.9,126,9.6113,6.5715,1.4667,80.162,-2.78,24.444,96.049,4
403,116.89,2574.9,125,9.7454,7.242,1.45,80.162,-2.58,24.444,83.049,4
404,119.35,2574.9,124,10.014,7.3761,1.45,78.638,-2.88,24.444,75.152,4
405,114.87,2591,123,10.282,8.0467,1.4833,78.638,-2.98,24.444,84.181,4
406,121.16,2591,122,10.461,7.9573,1.4333,78.638,-2.58,24.444,103.46,4
407,123.41,2607.1,121,10.64,9.0302,1.4333,78.638,-2.88,24.444,120.95,4
408,127.59,2623.2,120,10.774,8.8067,1.45,78.029,-2.79,24.444,118.03,4
409,135.36,2623.2,119,10.908,8.9408,1.4833,78.029,-2.89,24.444,115.83,4
410,148.16,2639.3,119,11.087,8.2255,1.5,78.029,-3,24.444,132.7,4
411,145.34,2655.4,119,11.176,8.7173,1.5167,78.029,-2.91,24.444,171.01,4
412,135.75,2671.5,118,11.31,9.209,1.5333,77.724,-2.82,24.444,189.78,4
413,119,2671.5,127,11.355,9.7007,1.5333,77.724,-2.93,24.444,187.03,3
414,153.18,2687.6,127,11.489,8.2255,1.55,77.724,-2.65,24.444,192.44,3
415,173.6,2703.7,127,11.489,7.8679,1.55,77.724,-2.35,24.444,219.92,3
416,172.37,2703.7,124,11.489,8.2702,1.55,77.114,-1.87,24.444,241.6,3
417,165.31,2719.8,121,11.444,8.8961,1.55,77.114,-0.98,24.444,239.88,3
418,176.2,2735.9,121,11.355,8.6279,1.5167,77.114,-0.49,24.444,221.73,3
419,192.96,2735.9,119,11.221,8.0467,1.5167,77.114,0,24.444,154.36,3
420,192.84,2752,117,11.087,7.3761,1.4833,76.81,0.58,24.444,180.56,4
421,181.52,2768.1,116,10.863,9.3431,1.4667,76.81,0.87,24.444,207.51,4
422,187.34,2784.2,115,10.729,8.3596,1.45,76.81,1.16,24.444,221.36,4
423,206.59,2784.2,114,10.595,7.8232,1.4333,76.81,1.15,24.444,201.07,4
424,225.36,2800.3,114,10.505,7.1973,1.4167,76.505,1.24,24.444,263.2,4
425,224.74,2800.3,113,10.416,7.7785,1.4,76.505,1.23,24.444,323.8,4
426,227.86,2816.3,113,10.371,7.9126,1.4,76.505,1.12,24.444,362.35,4
427,223.34,2832.4,113,10.327,8.4937,1.3833,76.505,1.11,24.444,357.18,4
428,268.84,2832.4,112,10.282,8.3149,1.3833,76.81,1.21,24.444,316.18,4
429,279.1,2848.5,113,10.237,7.6891,1.4167,76.81,1.7,24.444,275.82,3
430,285.6,2864.6,113,10.103,6.9738,1.45,76.81,1.89,24.444,259.43,3
431,288.05,2864.6,113,10.058,6.1691,1.45,76.81,1.98,24.444,249.67,3
432,277.47,2880.7,113,10.058,7.0185,1.45,77.114,1.78,24.444,234.81,4
433,259.07,2896.8,113,9.969,7.4655,1.4333,77.114,1.57,24.444,203.58,4
434,242.68,2896.8,114,9.8349,7.5103,1.4167,77.114,1.77,24.444,213.06,4
435,232.31,2912.9,114,9.7007,6.2138,1.3833,77.114,1.86,24.444,202.02,4
436,241,2912.9,115,9.6113,6.035,1.3833,77.114,2.06,24.444,181.95,4
437,247.45,2929,115,9.4772,7.1079,1.3667,77.114,2.35,24.444,182.98,4
438,240.19,2945.1,116,9.3431,7.555,1.35,77.114,2.35,24.444,219.94,4
439,251.98,2945.1,117,9.3431,7.3761,1.35,77.114,2.14,24.444,241.22,4
440,269.75,2961.2,117,9.2537,7.0185,1.3333,78.029,2.54,24.444,302.49,4
441,288.56,2961.2,117,9.209,5.6327,1.3167,78.029,2.24,24.444,497.36,4
442,298.49,2977.3,117,9.209,5.9903,1.3333,78.029,2.24,24.444,712.81,4
443,288.33,2977.3,118,9.2537,4.5598,1.3167,78.029,2.43,24.444,1009.1,4
444,201.14,2993.4,118,9.1196,3.8445,1.2167,78.638,1.73,24.444,1187.6,4
445,130.97,3009.5,118,8.9855,4.5151,1.0167,78.638,1.63,24.444,1284.9,4
446,84.76,3009.5,118,8.6279,5.7221,0.98333,78.638,1.53,24.444,1303.4,4
447,1.57,3025.6,118,8.2702,4.5598,0.45,78.638,1.53,24.444,1229.1,4
448,0,3025.6,118,7.6891,3.8445,0,78.943,1.93,24.444,1043.4,4
449,0,3025.6,117,7.0632,4.8727,0,78.943,1.32,24.444,724.86,3
450,0,3041.7,117,6.035,4.381,0,78.943,0.72,24.444,477.12,3
451,0,3041.7,116,5.0515,2.9505,0,78.943,0.12,25,419.65,3
452,0,3041.7,115,3.9339,0,0,78.943,-0.68,25,553.31,3
453,0,3057.7,113,3.3081,0,0,78.943,-0.48,25,698.69,3
454,63.51,3057.7,113,3.6657,2.0564,0.083333,78.943,-0.58,25,822.2,3
455,105.62,3057.7,112,4.5151,2.9952,0.66667,78.943,-1.18,25,918.8,3
456,150.62,3057.7,111,5.2304,2.8163,0.78333,78.943,-1.08,25,946.72,3
457,174.65,3073.8,111,5.7221,2.3693,0.85,78.943,-1.08,25,978.3,3
458,202.59,3073.8,111,6.035,2.861,0.9,78.943,-0.89,25,857.54,3
459,228.49,3089.9,112,6.5715,3.6657,0.98333,78.943,-0.09,25,632.74,3
460,228.46,3089.9,112,6.8844,4.1128,1.0333,79.553,0.31,25,490.46,3
461,278.28,3089.9,113,7.1973,4.1575,1.1,79.553,0.21,25,445.43,3
462,215.29,3106,113,7.4655,4.381,1.15,79.553,0.41,25,515.07,3
463,186.07,3106,114,7.555,5.1409,1.1667,79.553,0.3,25,646.89,3
464,154.82,3122.1,114,7.7338,4.6939,1.1833,79.553,-0.3,25,851.77,3
465,130.71,3122.1,114,7.8679,5.6774,1.2,79.553,-0.51,25,946.9,4
466,104.43,3138.2,114,7.8679,5.8562,1.2,79.553,-0.81,25,975.6,4
467,67.14,3138.2,114,7.9573,5.8562,0.88333,79.553,-1.51,25,841.59,4
468,0,3154.3,114,8.0914,5.9903,0.13333,78.943,-1.82,25,743.29,4
469,0,3154.3,114,8.2702,5.9456,0,78.943,-2.72,25,628.7,4
470,0,3170.4,113,8.4937,6.9291,0,78.943,-3.23,25,509.48,4
471,0,3170.4,112,8.6279,7.1973,0,78.943,-3.43,25,372.23,4
472,0,3186.5,111,8.762,7.6444,0,78.638,-3.14,25,212.32,4
473,0,3202.6,111,8.8514,6.4821,0,78.638,-2.84,25,0,4
474,0,3202.6,110,8.9855,6.5715,0,78.638,-2.84,25,0,4
475,0,3218.7,109,9.1643,7.0632,0,78.638,-2.85,25,0,4
476,0,3218.7,109,9.2537,7.9573,0,78.029,-2.65,25,0,4
477,0,3234.8,106,9.2537,8.0914,0,78.029,-2.36,25,0,4
478,0,3234.8,113,9.0749,7.5997,0,78.029,-1.56,25,0,4
479,0,3250.9,113,8.8961,7.6891,0,78.029,-0.67,25,0,4
480,0,3250.9,113,8.7173,4.2022,0,77.114,-0.47,25,0,4
481,0,3267,113,8.6726,5.3198,0,77.114,-0.28,25,0,4
482,0,3283.1,113,8.5831,4.8727,0,77.114,-0.38,25,0,4
483,0,3283.1,113,8.5384,4.7386,0,77.114,-0.48,25,146.73,4
484,0,3299.1,113,8.449,4.4704,0,76.81,-0.38,25,325.5,4
485,0,3299.1,113,8.3596,4.9621,0,76.81,-0.19,25,462.36,4
486,0,3315.2,113,8.2702,4.0233,0,76.81,-0.39,25,569.91,4
487,46.4,3315.2,113,8.2702,3.0399,0.83333,76.81,-0.09,25,669.48,4
488,97.18,3331.3,113,8.3596,4.2022,1.4167,76.505,0.1,25,740.54,4
489,121.01,3331.3,111,8.5384,5.6774,1.4,76.505,0,25,762.28,4
490,138.79,3347.4,108,8.6279,6.9738,1.3167,76.505,0.4,25,745.02,4
491,164.61,3347.4,106,8.6726,6.1691,1.3333,76.505,0.3,25,667.13,3
492,181.44,3363.5,106,8.7173,6.7503,1.3333,76.81,0.4,25,482.67,3
493,184.27,3363.5,106,8.762,6.5715,1.35,76.81,0.29,25,322.07,3
494,194.09,3379.6,106,8.8514,5.0068,1.35,76.81,0.29,25,237.73,3
495,193.89,3379.6,106,8.9408,4.2469,1.3667,76.81,0.09,25,186.69,3
496,165.74,3395.7,106,8.9855,5.8115,1.3833,76.81,-0.11,25,154.57,4
497,157.59,3411.8,106,9.0302,5.7668,1.3833,76.81,0.09,25,154.85,4
498,155.46,3411.8,106,9.0302,6.4821,1.3833,76.81,0.28,25,154.1,4
499,153.39,3427.9,106,8.9855,6.5268,1.3833,76.81,0.18,25,154.11,4
500,167.25,3427.9,105,9.0302,6.7503,1.3833,76.81,0.38,25,130.59,4
501,164.08,3444,106,9.0302,6.9291,1.3833,76.81,0.28,25,91.717,4
502,160.97,3444,106,9.0302,6.0797,1.3833,76.81,0.08,25,103.03,4
503,151.82,3460.1,107,9.0749,6.795,1.3833,76.81,0.18,25,112.44,4
504,146.77,3476.2,108,9.0302,7.242,1.3833,76.81,0.07,25,111.79,4
505,137.74,3476.2,109,8.9855,7.6891,1.3833,76.81,-0.03,25,118.52,4
506,136.69,3492.3,109,8.9855,7.555,1.3667,76.81,0.07,25,115.95,4
507,137.63,3492.3,111,8.9855,8.3149,1.3667,76.81,0.07,25,125.98,4
508,153.57,3508.4,111,8.9855,7.4208,1.3667,76.505,-0.03,25,148.32,4
509,163.45,3508.4,111,9.0302,8.1361,1.3833,76.505,-0.13,25,160.34,4
510,165.37,3524.5,111,9.0302,7.9126,1.3833,76.505,-0.23,25,156.76,4
511,171.15,3524.5,111,9.1643,7.7785,1.4,76.505,-0.63,25,142.67,4
512,178.05,3540.5,111,9.1643,7.3761,1.4,76.81,-0.53,25,120.69,4
513,173.94,3556.6,110,9.1643,7.9573,1.4,76.81,-0.54,25,95.572,4
514,158.82,3556.6,111,9.1643,6.6609,1.4,76.81,-0.54,25,107.22,4
515,151.65,3572.7,111,9.209,6.6162,1.4167,76.81,-0.64,25,141.59,4
516,155.42,3572.7,111,9.2984,7.3761,1.4167,76.81,-0.64,25,179.44,4
517,152.28,3588.8,111,9.2984,7.242,1.4167,76.81,-0.74,25,174.31,4
518,145.13,3588.8,111,9.2984,7.555,1.4167,76.81,-0.65,25,145.87,4
519,131.99,3604.9,111,9.2984,7.5103,1.4167,76.81,-0.45,25,114.33,4
520,121.89,3621,112,9.2537,6.0797,1.4167,76.2,-0.55,25,107.25,4
521,138.71,3621,112,9.2984,5.3198,1.4167,76.2,-0.65,25,108.31,4
522,150.43,3637.1,112,9.4325,5.0515,1.4333,76.2,-0.65,25,99.061,4
523,142.26,3637.1,111,9.4772,5.2751,1.45,76.2,-0.56,25,94.214,4
524,134.16,3653.2,111,9.4772,6.035,1.45,75.59,-0.46,25,125.57,4
525,130.02,3669.3,110,9.5219,5.0068,1.45,75.59,-0.36,25,173.32,4
526,128.89,3669.3,110,9.5666,5.0515,1.4667,75.59,-0.26,25,209.46,4
527,122.78,3685.4,109,9.6113,5.1857,1.4667,75.59,-0.26,25,222.39,4
528,104.73,3685.4,108,9.6113,6.2585,1.4667,75.286,-0.36,25,209.04,4
529,92.62,3701.5,108,9.6113,7.1526,1.4667,75.286,-0.46,25,195.33,4
530,89.61,3717.6,108,9.5666,7.242,1.4667,75.286,-0.56,25,213.62,4
531,92.62,3717.6,108,9.5219,7.5103,1.45,75.286,-0.56,25,358.14,4
532,89.64,3733.7,107,9.4772,8.3149,1.45,74.981,-0.57,25,417.99,4
533,86.61,3733.7,107,9.4772,8.1361,1.45,74.981,-1.07,25,439.28,4
534,63.58,3749.8,107,9.4772,7.5103,0.85,74.981,-1.37,25,450.63,4
535,0,3749.8,107,9.4325,8.1361,0.13333,74.981,-1.77,25,451.84,4
536,0,3765.9,107,9.3878,8.3149,0,74.066,-2.07,25,435.96,4
537,0,3781.9,106,9.3431,7.242,0,74.066,-1.77,25,392.57,4
538,0,3781.9,106,9.2537,7.5103,0,74.066,-1.67,25,424.5,4
539,0,3798,105,9.0302,8.4043,0,74.066,-1.47,25,487.61,4
540,0,3798,104,8.8961,8.2702,0,74.066,-0.97,25,579.24,4
541,54.18,3814.1,104,8.762,7.0185,0.5,74.066,-0.77,25,635.12,3
542,106.9,3814.1,103,8.8961,6.7056,1.3667,74.066,-0.57,25,632.73,3
543,122.72,3830.2,104,8.9855,6.0797,1.3833,74.066,-0.67,25,602.58,4
544,135.47,3846.3,104,9.1196,5.5433,1.3833,74.066,-0.67,25,549.86,4
545,141.22,3846.3,104,9.1643,6.4821,1.4,74.066,-0.78,25,467.8,4
546,122.07,3862.4,104,9.209,7.1973,1.4,74.066,-0.68,25,333.83,4
547,120.87,3862.4,105,9.2984,7.2867,1.4167,74.066,-0.78,25,256.62,4
548,132.79,3878.5,104,9.2984,7.8679,1.4167,73.457,-0.68,25,268.19,4
549,153.72,3878.5,104,9.2984,7.1973,1.4167,73.457,-0.48,25,284.35,4
550,183.77,3894.6,104,9.209,7.5103,1.4,73.457,0.12,25,296.81,3
551,180.83,3910.7,104,9.1196,7.5997,1.3833,73.457,0.82,25,303.7,3
552,188.02,3910.7,104,8.9408,7.3314,1.3667,74.066,1.62,25,271.48,3
553,192.1,3926.8,104,8.8514,6.3927,1.35,74.066,1.61,25,200.42,3
554,191.89,3926.8,105,8.9855,6.1691,1.3667,74.066,1.01,25,131.76,3
555,192.62,3942.9,106,9.1643,6.6162,1.4,74.066,0.31,25,119.93,4
556,193.43,3942.9,107,9.2984,6.7056,1.4333,73.457,-0.49,25,173.21,4
557,177.24,3959,108,9.4325,7.6891,1.45,73.457,-1.09,25,230.92,4
558,166,3975.1,109,9.6113,6.795,1.4667,73.457,-1.19,25,259.69,4
559,158.89,3975.1,110,9.7007,6.5715,1.4833,73.457,-1.29,25,283.59,4
560,142.79,3991.2,110,9.7902,5.9456,1.5,73.457,-1.49,25,313.85,4
561,129.74,3991.2,111,9.8349,6.9738,1.5,73.457,-1.39,25,321.67,4
562,130.64,4007.3,111,9.9243,6.9291,1.5167,73.457,-1.19,25,287.54,4
563,119.6,4023.3,111,9.969,8.1361,1.5167,73.457,-1.19,25,256.87,4
564,101.63,4023.3,110,9.969,7.2867,1.5167,73.152,-1.39,25,236,4
565,95.58,4039.4,110,10.014,7.2867,1.5333,73.152,-1.28,25,193.81,4
566,100.53,4039.4,109,10.058,7.7785,1.5333,73.152,-1.48,25,160.88,4
567,98.5,4055.5,108,10.058,7.4655,1.5333,73.152,-1.49,25,139.35,4
568,86.47,4071.6,108,10.058,9.0749,1.5333,72.542,-1.49,25,149.47,4
569,91.43,4071.6,108,10.058,9.1643,1.5333,72.542,-1.39,25,164.36,4
570,92.43,4087.7,108,10.014,7.6891,1.5333,72.542,-1.49,25,177.91,4
571,113.3,4103.8,107,10.058,7.5997,1.5333,72.542,-1.59,25,173.49,4
572,135.08,4103.8,107,10.148,7.8232,1.55,72.542,-1.69,25,171.51,4
573,129.75,4119.9,107,10.237,7.4208,1.5667,72.542,-1.79,25,167.48,4
574,126.55,4119.9,107,10.282,7.7785,1.5667,72.542,-1.69,25,148.79,4
575,110.41,4136,107,10.282,9.7454,1.5667,72.542,-1.7,25,135.5,4
576,106.32,4152.1,107,10.237,9.7902,1.5667,71.628,-1.3,25,148.41,4
577,110.22,4152.1,107,10.192,9.5219,1.55,71.628,-1.3,25,185.74,4
578,123.02,4168.2,107,10.148,9.2537,1.55,71.628,-1.3,25,213.85,4
579,131.93,4184.3,106,10.103,9.2537,1.5333,71.628,-1.21,25,229.44,4
580,154.9,4184.3,105,10.014,9.4325,1.5333,71.018,-1.01,25,232.49,4
581,162.67,4200.4,105,10.058,9.1643,1.5333,71.018,-1.11,25,224.16,4
582,162.59,4216.5,104,10.014,8.8514,1.5333,71.018,-1.01,25,198.87,4
583,158.46,4216.5,103,9.969,9.656,1.5167,71.018,-0.81,25,154.15,4
584,150.54,4232.6,103,9.8349,8.2702,1.5,71.018,-1.02,25,109.08,4
585,162.42,4232.6,102,9.8349,8.2255,1.5,71.018,-0.92,25,59.868,4
586,169.31,4248.7,102,9.8349,8.2702,1.5,71.018,-0.72,25,64.318,4
587,168.37,4264.8,102,9.7454,8.1361,1.4833,71.018,-0.32,25,81.427,4
588,163.48,4264.8,101,9.6113,8.9855,1.4667,70.714,-0.12,25,95.298,4
589,167.58,4280.8,100,9.5219,8.449,1.45,70.714,0.38,25,125,3
590,173.69,4280.8,100,9.4325,8.2255,1.4333,70.714,0.58,25,117.23,3
591,179.9,4296.9,100,9.2984,9.0302,1.4167,70.714,0.48,25,111.93,3
592,181.99,4313,100,9.2537,7.5997,1.4167,70.409,0.38,25,118.65,3
593,196.1,4313,100,9.209,7.4208,1.4,70.409,0.58,25,121.79,3
594,192.24,4329.1,100,9.1643,8.2255,1.4,70.409,0.58,25,103.18,3
595,186.46,4329.1,101,9.0749,7.3314,1.4,70.409,0.48,25,98.723,3
596,194.56,4345.2,101,9.0749,7.555,1.3833,69.494,0.58,25,99.909,3
597,197.75,4345.2,102,9.0302,8.1808,1.3833,69.494,0.48,25,103.47,3
598,193.96,4361.3,102,8.9855,7.7338,1.3667,69.494,0.48,25,89.203,3
599,207.18,4361.3,103,8.9408,7.1079,1.3667,69.494,0.69,25,99.236,3
600,211.41,4377.4,104,8.8961,7.1079,1.35,70.714,0.99,25,133.4,3
601,213.72,4393.5,104,8.8067,7.4655,1.35,70.714,1.29,25,160.08,3
602,204.11,4393.5,105,8.6726,7.6444,1.3667,70.714,1.69,25,176.52,3
603,214.49,4409.6,105,8.4937,6.4821,1.4333,70.714,2.1,25,179.9,3
604,232.67,4409.6,106,8.4937,5.1857,1.45,71.018,2.3,25,165.21,3
605,242.93,4425.7,107,8.449,5.0515,1.45,71.018,2.4,25,183.22,3
606,243.11,4425.7,108,8.449,5.1857,1.4333,71.018,2.31,25,208.4,3
607,241.36,4441.8,109,8.4043,5.8562,1.4333,71.018,2.21,25,214.14,3
608,242.48,4441.8,110,8.449,5.2304,1.45,71.628,2.11,25,186.43,3
609,259.53,4457.9,110,8.5384,6.5268,1.45,71.628,2.01,25,173.86,3
610,270.66,4457.9,112,8.5384,6.4821,1.4667,71.628,1.92,25,200.79,3
611,268.76,4474,113,8.5831,8.0914,1.4667,71.628,2.02,25,262.42,3
612,271.98,4474,114,8.5384,8.6726,1.45,73.152,2.22,25,275.04,3
613,284.23,4490.1,115,8.449,7.242,1.45,73.152,2.32,25,254.01,3
614,299.18,4490.1,116,8.4937,6.5715,1.45,73.152,2.12,25,209.43,3
615,322.24,4506.2,117,8.5384,6.5268,1.4667,73.152,2.43,25,185.03,3
616,313.31,4506.2,118,8.5831,6.1691,1.4667,74.676,2.23,25,174.38,4
617,303.48,4522.2,120,8.6279,6.2585,1.4667,74.676,2.33,25,158.34,4
618,283.69,4538.3,121,8.5384,5.9009,1.4667,74.676,2.73,25,148.54,4
619,286.67,4538.3,122,8.6279,5.2751,1.4833,74.676,2.23,25,153.47,4
620,282.64,4554.4,123,8.7173,5.3645,1.4833,75.286,2.14,25,155.95,4
621,283.61,4554.4,124,8.8067,5.8562,1.5,75.286,1.94,25,122.79,4
622,279.63,4570.5,125,8.8514,6.2585,1.5167,75.286,1.64,25,86.379,4
623,278.71,4570.5,126,8.8961,5.8115,1.5167,75.286,1.94,25,76.065,4
624,281.74,4586.6,127,8.9408,5.3645,1.5333,76.2,1.74,25,94.288,4
625,272.78,4586.6,127,8.9855,5.3645,1.5333,76.2,1.64,25,90.366,4
626,272.82,4602.7,128,9.0302,4.9174,1.5333,76.2,1.74,25,85.023,4
627,260.97,4618.8,128,8.9855,5.0962,1.5333,76.2,1.85,25,77.141,4
628,259.13,4618.8,129,8.9408,4.7386,1.5333,76.81,2.15,25,97.593,4
